Price,Close,High,Low,Open,Volume
Ticker,THYROCARE.NS,THYROCARE.NS,THYROCARE.NS,THYROCARE.NS,THYROCARE.NS
Date,,,,,
2025-05-15,324.3057861328125,328.4656439258151,317.68264398234675,320.39062585704534,194622
2025-05-16,317.4542541503906,326.2633647292476,315.5129832067874,326.2633647292476,137205
2025-05-19,315.38250732421875,320.09699728045797,311.2552675614743,320.09699728045797,189165
2025-05-20,310.9779357910156,318.5309108217218,309.64025399681367,317.03010730101346,128421
2025-05-21,319.6239013671875,324.63204613339946,312.544012061662,312.5603212476026,331953
2025-05-22,313.9795227050781,322.34819544276075,311.53254761282614,319.7380687641577,121332
2025-05-23,328.1230773925781,339.64017044812135,316.4754809795131,316.63860270883936,777039
2025-05-26,331.33673095703125,335.9859835520697,326.7364357851738,333.2780018127541,188784
2025-05-27,330.63525390625,334.7461839022932,327.95992042932266,333.4411205969793,200412
2025-05-28,329.8848876953125,337.3563169280027,327.0953298886939,327.0953298886939,313083
2025-05-29,334.876708984375,340.1948176557568,330.260074498787,331.15731864769157,420114
2025-05-30,342.3155212402344,343.75108798942,332.80493633233374,334.74620730673183,222834
2025-06-02,329.72174072265625,350.14582825188774,324.17527377616585,345.83915804224216,330915
2025-06-03,323.78375244140625,334.41994016341135,320.3906353401979,334.41994016341135,103053
2025-06-04,326.2959899902344,329.8522586410044,320.84737791099235,326.91588838603997,97131
2025-06-05,325.1866760253906,334.0936712106129,321.69564433648696,327.8620394048567,137358
2025-06-06,310.86370849609375,324.7951567458983,285.18678030213175,320.71684518508795,610347
2025-06-09,318.46563720703125,321.36938879852744,310.37431063615855,312.49501231641875,190926
2025-06-10,324.6972961425781,325.61081960065957,319.0529440618147,320.39062581387503,164118
2025-06-11,321.9566650390625,326.5569902964633,319.9012297971155,326.0023585233355,69027
2025-06-12,321.40203857421875,324.0774021143103,319.020300110597,321.728311891643,106689
2025-06-13,333.27801513671875,336.05126359437907,315.95341914184337,319.73807602853304,313221
2025-06-16,332.7886047363281,335.3334647466072,318.10675452737246,334.68091815711983,178266
2025-06-17,327.7315673828125,337.4868203082254,325.0235853758371,332.78863969593374,128844
2025-06-18,325.21929931640625,328.90607114357095,323.00071254627005,327.73154102012904,75045
2025-06-19,327.9272766113281,331.74455173322644,322.1198030714805,322.4786947385223,135717
2025-06-20,329.49334716796875,334.0936722393157,323.52272203397627,330.5047555629808,173193
2025-06-23,322.8049621582031,330.63528293701023,321.43466199597253,327.89468261254905,103743
2025-06-24,312.103515625,328.6124427573345,311.3204955506233,322.8049393263202,173298
2025-06-25,323.6532287597656,327.79677723007325,314.4526083912793,315.88817507680665,123282
2025-06-26,327.1769104003906,328.77559895598273,323.65325995551063,323.65325995551063,80226
2025-06-27,325.1866760253906,330.7984094744706,323.32698095536205,328.7103260829875,71658
2025-06-30,323.1638488769531,326.5896141649431,322.6744538358117,325.18669565314565,42570
2025-07-01,317.9273376464844,322.3155538481286,316.1654976215602,321.6956554699985,104802
2025-07-02,321.17364501953125,322.60921174850466,316.47546465054864,321.36941498086486,142311
2025-07-03,332.804931640625,338.0740828381513,318.88979156959357,319.73807828485343,212196
2025-07-04,333.81634521484375,337.68257798335395,327.87836798693075,333.4411443417713,85473
2025-07-07,349.78692626953125,353.9957113768988,328.75925017626713,333.81632195283834,412011
2025-07-08,348.57977294921875,358.88968719282946,332.7397007099544,349.7869513677926,403155
2025-07-09,357.2094421386719,359.5422231092424,349.34647346701917,350.30895433611425,346284
2025-07-10,352.968017578125,358.88968560680286,347.7477938677055,358.2371688443639,114648
2025-07-11,354.142578125,359.2159594345787,349.7706411346782,352.3644288731562,164763
2025-07-14,378.9385681152344,384.2566767385204,354.3056947419043,354.3056947419043,1231275
2025-07-15,379.9989318847656,384.7134214130129,362.2665166269256,383.00053880677456,471516
2025-07-16,390.9940185546875,392.36431869250526,373.2452937636174,381.7281311660964,429399
2025-07-17,378.8406982421875,394.10982985626583,376.50791714964953,393.50624063341587,274101
2025-07-18,386.4100036621094,391.51603322753255,376.80156361081185,376.80156361081185,242589
2025-07-21,389.2321472167969,390.53721050859656,378.3349538606255,390.21093721807154,169212
2025-07-22,387.437744140625,392.16854287607197,384.8928839967674,388.90592923858486,278427
2025-07-23,393.31048583984375,395.10491438533575,386.6220770812488,387.27459383685476,293337
2025-07-24,436.23040771484375,443.0167014740325,401.27131090296007,408.1554597730467,5824314
2025-07-25,434.93768310546875,441.848834012625,424.44668603468693,439.1970578989807,508722
