Price,Close,High,Low,Open,Volume
Ticker,AWL.NS,AWL.NS,AWL.NS,AWL.NS,AWL.NS
Date,,,,,
2025-05-15,267.0,270.3500061035156,266.20001220703125,267.70001220703125,1577098
2025-05-16,270.3500061035156,272.8999938964844,267.3500061035156,268.5,1729990
2025-05-19,269.04998779296875,275.79998779296875,268.29998779296875,270.54998779296875,1548977
2025-05-20,262.3500061035156,272.54998779296875,261.1000061035156,270.8999938964844,1638768
2025-05-21,260.25,265.45001220703125,258.75,262.3500061035156,1312941
2025-05-22,257.5,263.6000061035156,256.20001220703125,261.0,1698030
2025-05-23,259.95001220703125,261.8500061035156,256.75,259.6000061035156,1186946
2025-05-26,258.75,265.6499938964844,258.0,260.70001220703125,2194361
2025-05-27,267.6000061035156,276.25,257.20001220703125,261.45001220703125,6702440
2025-05-28,263.54998779296875,269.3999938964844,262.54998779296875,267.75,1702213
2025-05-29,263.95001220703125,266.20001220703125,262.29998779296875,264.8999938964844,932581
2025-05-30,275.0,279.8500061035156,263.79998779296875,265.0,17924411
2025-06-02,270.20001220703125,273.8999938964844,268.1000061035156,268.95001220703125,2373477
2025-06-03,270.1000061035156,273.6000061035156,267.04998779296875,271.54998779296875,1716464
2025-06-04,268.70001220703125,270.6499938964844,266.20001220703125,269.45001220703125,845015
2025-06-05,265.25,270.20001220703125,265.04998779296875,269.1000061035156,1416431
2025-06-06,263.8500061035156,266.5,263.20001220703125,265.5,1296719
2025-06-09,267.79998779296875,268.5,264.6499938964844,265.5,1162357
2025-06-10,278.04998779296875,279.25,266.79998779296875,269.3999938964844,4605354
2025-06-11,276.0,280.70001220703125,272.54998779296875,280.0,1726034
2025-06-12,267.6000061035156,280.8999938964844,267.0,280.8999938964844,2360592
2025-06-13,266.20001220703125,267.25,262.8999938964844,263.75,1056492
2025-06-16,264.6000061035156,267.45001220703125,262.3500061035156,266.20001220703125,1159919
2025-06-17,262.04998779296875,265.79998779296875,261.0,264.70001220703125,1119640
2025-06-18,264.1000061035156,265.0,260.1000061035156,262.0,1358406
